21,44,78,81,113
21,55,70,96,113
21,55,73,88,103
21,56,68,88,113
21,57,61,100,113
21,57,70,97,113
21,57,74,91,113
21,57,78,94,113
21,60,73,98,117
22,43,68,87,113
22,45,77,94,118
22,47,73,88,113
22,48,77,87,113
22,48,77,94,101
22,50,77,91,108
22,52,77,88,116
22,54,71,88,112
22,55,65,88,114
22,55,71,91,112
22,55,74,88,113
22,56,70,87,112
22,57,78,94,112
22,57,78,97,110
22,60,77,97,114
23,43,71,83,104
23,43,71,84,104
23,44,68,84,104
23,44,70,84,104
23,44,71,83,104
23,44,71,84,101
23,44,71,84,104
23,44,71,84,106
23,44,71,84,118
23,44,71,89,104
23,44,78,84,104
23,46,71,84,104
23,47,70,97,110
23,49,71,84,104
23,52,73,98,113
23,52,80,100,113
23,55,73,92,111
23,55,77,97,110
23,56,64,88,112
23,56,67,100,110
23,56,78,83,113
23,57,70,97,110
23,58,61,97,110
24,41,68,97,113
24,43,78,87,107
24,44,73,91,113
24,48,76,97,113
24,48,77,89,113
24,50,61,85,114
24,56,67,100,113
24,56,70,81,114
24,56,73,91,113
24,56,77,96,113
24,57,67,94,108
25,41,72,88,114
25,54,77,90,104
25,56,77,81,113
25,56,77,90,117
25,57,70,92,117
25,57,77,97,110
26,44,71,84,104
26,47,77,97,113
26,48,74,98,113
27,43,75,97,110
27,44,77,88,107
27,44,77,88,113
27,47,65,88,117
27,47,77,84,117
27,48,67,93,102
27,48,78,96,113
27,49,70,84,113
27,49,70,97,118
27,49,71,97,113
27,50,77,100,112
27,50,77,100,113
27,52,66,81,101
27,52,70,90,113
27,52,70,90,117
27,52,73,81,117
27,52,77,85,110
27,56,70,84,117
27,56,74,96,114
27,56,75,88,107
27,56,76,85,110
27,56,77,81,110
27,56,77,81,113
27,56,77,81,120
27,56,77,87,101
27,56,77,88,117
27,56,77,92,110
27,57,70,87,113
27,57,70,97,112
27,57,70,97,117
27,57,70,98,113
27,57,71,97,113
27,57,72,84,110
27,57,73,88,113
27,57,73,98,113
27,57,74,84,110
27,57,77,81,101
27,57,77,81,113
27,57,77,81,118
27,57,77,84,113
27,57,77,87,116
27,57,77,87,117
27,57,77,88,112
27,57,77,91,101
27,57,77,94,120
27,57,77,97,110
27,57,77,97,112
27,57,77,97,113
27,58,77,94,101
27,58,77,94,107
27,58,77,97,112
27,60,77,87,101
27,60,77,96,113
28,47,76,88,113
28,47,77,81,113
28,49,76,87,113
28,49,77,91,110
28,52,68,97,113
28,54,77,88,103
28,56,77,94,107
28,57,70,87,113
28,57,71,88,112
28,57,73,88,118
28,57,74,88,117
28,57,77,94,104
28,57,78,97,104
28,58,70,84,113
28,58,70,91,113
28,60,76,97,112
29,48,70,97,113
29,50,72,88,116
29,56,68,97,113
29,57,68,96,113
29,57,80,84,112
30,41,70,84,117
30,41,77,94,112
30,42,69,91,113
30,43,75,88,113
30,45,71,94,113
30,45,71,100,113
30,47,77,81,118
30,47,77,87,113
30,48,77,97,112
30,48,77,98,117
30,50,75,99,107
30,50,77,84,117
30,52,77,97,113
30,53,77,88,101
30,54,67,97,113
30,56,65,100,113
30,56,67,100,113
30,56,70,88,113
30,56,77,95,113
30,56,77,97,110
30,56,77,97,112
30,56,77,98,101
30,56,80,97,113
30,57,61,84,110
30,57,61,88,101
30,57,61,98,113
30,57,62,84,113
30,57,73,97,113
30,57,77,81,110
30,57,77,90,116
30,57,77,94,112
30,57,77,96,110
30,60,77,89,110
30,60,80,90,113
31,41,70,90,117
31,47,67,98,119
31,56,68,94,117
31,56,77,88,103
31,57,67,90,113
31,57,69,90,113
31,57,75,91,114
31,57,77,81,103
32,41,70,88,113
32,41,70,94,112
32,41,74,88,113
32,41,77,88,101
32,41,77,98,112
32,42,77,98,105
32,43,78,95,113
32,44,71,84,104
32,44,76,89,113
32,45,70,97,112
32,45,77,90,112
32,46,75,88,112
32,46,77,88,104
32,47,77,98,101
32,47,80,94,113
32,48,68,94,117
32,48,77,88,114
32,50,70,81,113
32,50,77,88,112
32,52,64,98,112
32,54,72,96,113
32,54,77,88,117
32,54,78,88,104
32,56,75,88,114
32,57,68,87,101
32,57,76,88,113
32,57,78,88,113
32,57,78,90,101
32,58,77,81,110
32,58,77,88,112
32,58,77,88,117
32,59,77,90,113
32,60,77,94,113
32,60,77,98,112
32,60,77,99,113
33,42,70,98,117
33,42,77,90,101
33,43,80,97,113
33,47,65,84,113
33,48,68,90,114
33,48,68,97,113
33,48,70,91,117
33,49,67,98,113
33,49,68,98,113
33,49,74,98,113
33,49,77,96,110
33,50,73,88,113
33,50,77,87,113
33,50,77,90,101
33,50,77,90,103
33,51,77,98,112
33,52,70,97,120
33,54,70,99,109
33,54,77,90,113
33,54,77,97,113
33,55,70,100,113
33,56,61,88,116
33,56,70,98,117
33,56,77,94,114
33,56,78,90,113
33,56,80,91,113
33,57,70,83,113
33,57,72,84,113
33,57,77,88,112
33,57,77,90,114
33,57,78,94,101
33,60,77,94,113
33,60,77,97,113
33,60,78,94,117
34,41,76,98,103
34,43,70,97,118
34,44,61,88,117
34,44,77,97,113
34,45,78,84,113
34,47,72,88,114
34,47,73,98,113
34,47,77,100,113
34,48,73,98,113
34,50,70,87,113
34,50,70,94,112
34,53,70,97,113
34,54,73,91,110
34,54,77,98,117
34,55,72,97,101
34,56,75,88,113
34,56,77,88,106
34,56,77,89,110
34,56,77,90,113
34,56,77,96,110
34,56,78,96,110
34,57,61,90,113
34,57,70,81,111
34,57,75,96,102
34,57,76,98,113
34,57,77,88,106
34,57,77,90,113
34,57,77,96,113
34,57,77,97,112
34,58,76,88,114
34,58,77,84,114
34,59,77,94,110
34,60,77,97,112
35,46,71,88,117
35,47,77,98,108
35,50,73,88,113
35,53,70,96,114
35,53,77,88,113
35,53,77,98,110
35,54,73,88,112
35,55,77,90,112
35,57,77,88,117
35,57,77,98,117
35,58,77,90,101
36,44,78,87,102
36,47,68,87,117
36,47,76,98,114
36,48,67,88,113
36,48,70,96,110
36,48,74,88,117
36,48,77,90,112
36,50,77,90,114
36,50,77,94,113
36,52,68,94,119
36,52,77,86,114
36,52,77,94,120
36,54,77,94,113
36,56,63,88,114
36,56,68,89,113
36,56,69,98,113
36,56,77,81,110
36,57,61,88,112
36,57,70,85,113
36,57,70,89,113
36,57,70,91,113
36,57,71,87,113
36,57,73,88,112
36,57,74,98,116
36,57,77,87,107
36,57,77,87,113
36,57,77,90,107
36,57,77,98,101
36,60,77,90,117
36,60,77,97,113
36,60,78,87,113
37,42,77,81,110
37,42,77,88,101
37,43,68,97,114
37,43,73,88,113
37,43,77,90,120
37,44,68,94,116
37,44,68,98,117
37,45,77,97,114
37,46,77,98,117
37,47,77,87,117
37,47,77,94,110
37,48,71,93,102
37,48,77,97,113
37,49,68,87,113
37,49,70,94,114
37,49,76,84,113
37,50,68,88,113
37,50,76,88,104
37,50,77,81,120
37,51,70,88,110
37,51,75,100,113
37,51,77,90,112
37,51,77,96,113
37,52,61,98,113
37,52,77,90,110
37,52,77,98,117
37,52,77,100,117
37,54,68,96,110
37,54,68,97,114
37,54,71,87,113
37,54,80,88,103
37,55,65,85,113
37,55,67,90,113
37,55,71,97,113
37,55,77,90,101
37,55,77,90,103
37,55,77,100,113
37,56,74,90,113
37,56,76,88,110
37,56,76,88,113
37,56,76,94,110
37,56,77,85,114
37,56,77,87,113
37,56,80,88,113
37,57,61,88,117
37,57,61,98,114
37,57,62,88,103
37,57,68,91,107
37,57,69,97,117
37,57,70,81,114
37,57,71,98,112
37,57,77,91,107
37,57,77,94,101
37,57,77,96,113
37,57,77,97,112
37,57,77,98,116
37,58,65,88,113
37,58,70,81,103
37,58,70,97,112
37,58,72,91,113
37,59,75,98,113
37,60,62,90,113
37,60,68,94,116
37,60,70,87,113
37,60,76,87,110
37,60,76,98,113
37,60,77,90,101
37,60,77,94,116
37,60,77,98,112
37,60,78,96,117
38,41,77,97,113
38,47,71,96,110
38,49,77,97,110
38,52,77,90,101
38,54,77,85,113
38,56,63,88,113
38,56,77,97,110
38,57,61,87,113
38,57,76,98,110
38,58,77,97,114
39,44,77,98,101
39,47,64,87,101
39,47,70,94,113
39,47,77,97,105
39,48,77,89,113
39,54,77,98,107
39,56,71,87,113
39,56,77,100,113
40,41,77,89,113
40,41,77,90,117
40,42,65,87,113
40,44,77,90,117
40,46,76,98,112
40,46,77,85,117
40,47,68,98,116
40,48,77,92,102
40,48,77,94,117
40,49,71,97,113
40,49,77,94,118
40,50,72,93,102
40,50,77,81,105
40,51,70,94,117
40,52,70,97,117
40,52,77,84,117
40,52,77,85,117
40,52,77,88,110
40,54,62,87,113
40,54,70,96,117
40,54,70,97,104
40,54,72,88,117
40,54,77,97,114
40,56,70,97,107
40,56,70,97,113
40,57,67,97,113
40,57,71,88,114
40,57,77,81,107
40,57,77,95,109
40,58,77,81,112
