21,41,61,81,117,UNCLEAVED
21,41,61,92,117,UNCLEAVED
21,41,62,86,115,UNCLEAVED
21,41,62,93,112,UNCLEAVED
21,41,62,93,114,UNCLEAVED
21,41,63,81,103,UNCLEAVED
21,41,64,89,116,UNCLEAVED
21,41,64,92,114,UNCLEAVED
21,41,67,85,116,UNCLEAVED
21,41,67,93,113,UNCLEAVED
21,41,67,95,117,UNCLEAVED
21,41,67,96,117,UNCLEAVED
21,41,67,97,117,UNCLEAVED
21,41,69,93,112,UNCLEAVED
21,41,69,96,114,UNCLEAVED
21,41,69,97,117,UNCLEAVED
21,41,70,93,116,UNCLEAVED
21,41,71,93,104,UNCLEAVED
21,41,71,93,119,UNCLEAVED
21,41,72,92,117,UNCLEAVED
21,41,72,93,101,UNCLEAVED
21,41,72,93,107,UNCLEAVED
21,41,72,94,116,UNCLEAVED
21,41,72,94,117,UNCLEAVED
21,41,72,96,107,UNCLEAVED
21,41,72,96,117,UNCLEAVED
21,41,72,97,117,UNCLEAVED
21,41,73,89,117,UNCLEAVED
21,41,73,92,102,UNCLEAVED
21,41,73,92,106,UNCLEAVED
21,41,73,92,120,UNCLEAVED
21,41,73,93,103,UNCLEAVED
21,41,73,96,114,UNCLEAVED
21,41,73,96,118,UNCLEAVED
21,41,73,97,115,UNCLEAVED
21,41,74,84,117,UNCLEAVED
21,41,74,94,116,UNCLEAVED
21,41,74,97,117,UNCLEAVED
21,41,77,81,116,UNCLEAVED
21,41,77,92,116,UNCLEAVED
21,41,77,92,117,UNCLEAVED
21,41,77,93,112,UNCLEAVED
21,41,77,93,114,UNCLEAVED
21,41,80,96,116,UNCLEAVED
21,41,80,97,116,UNCLEAVED
21,42,61,93,106,UNCLEAVED
21,42,61,93,107,UNCLEAVED
21,42,63,92,115,UNCLEAVED
21,42,63,100,112,UNCLEAVED
21,42,66,91,103,UNCLEAVED
21,42,67,86,112,UNCLEAVED
21,42,67,92,112,UNCLEAVED
21,42,67,96,116,UNCLEAVED
21,42,67,97,108,UNCLEAVED
21,42,68,93,117,UNCLEAVED
21,42,69,93,112,UNCLEAVED
21,42,71,93,114,UNCLEAVED
21,42,72,87,112,UNCLEAVED
21,42,73,92,113,UNCLEAVED
21,42,74,92,101,UNCLEAVED
21,42,74,97,117,UNCLEAVED
21,42,76,93,112,UNCLEAVED
21,42,76,96,108,UNCLEAVED
21,42,77,92,112,UNCLEAVED
21,42,77,96,107,UNCLEAVED
21,42,80,92,112,UNCLEAVED
21,43,62,92,117,UNCLEAVED
21,43,63,94,105,UNCLEAVED
21,43,64,93,108,UNCLEAVED
21,43,69,92,110,UNCLEAVED
21,43,70,93,103,UNCLEAVED
21,43,72,92,116,UNCLEAVED
21,43,72,92,117,UNCLEAVED
21,43,72,93,114,UNCLEAVED
21,43,72,97,117,UNCLEAVED
21,43,73,92,113,UNCLEAVED
21,43,73,92,117,UNCLEAVED
21,43,73,97,116,UNCLEAVED
21,43,76,83,106,UNCLEAVED
21,43,76,93,114,UNCLEAVED
21,43,76,93,120,UNCLEAVED
21,43,76,96,108,UNCLEAVED
21,44,67,93,112,UNCLEAVED
21,44,67,97,117,UNCLEAVED
21,44,70,93,117,UNCLEAVED
21,44,72,97,114,UNCLEAVED
21,44,73,96,116,UNCLEAVED
